,cs,tt
42432589,42439990,207
42423885,42439990,430
42435663,42439990,196
42432594,42439990,205
42433620,42439990,291
42432598,42439990,327
42435671,42439990,136
42433625,42439990,450
42435675,42439990,77
42435677,42439990,235
42432605,42439990,399
42435680,42439990,206
42445920,42439990,320
42445924,42439990,325
42435684,42439990,178
42445926,42439990,303
42435687,42439990,276
42445928,42439990,381
42433644,42439990,460
42435702,42439990,247
593926788,42439990,646
42446488,42439990,503
42444960,42439990,532
42444964,42439990,421
42446504,42439990,401
42430633,42439990,629
42446506,42439990,468
42430639,42439990,597
42430643,42439990,569
42432693,42439990,255
42430646,42439990,595
3270031031,42439990,539
3270031030,42439990,527
42444985,42439990,468
3270031029,42439990,657
42430651,42439990,582
42432700,42439990,107
42432703,42439990,314
42444991,42439990,400
42432706,42439990,252
42455751,42439990,371
42443975,42439990,489
42445001,42439990,396
42430664,42439990,545
42430669,42439990,563
42455761,42439990,223
42430673,42439990,404
42445011,42439990,315
42430677,42439990,427
42430680,42439990,341
42445018,42439990,151
42445020,42439990,169
42430685,42439990,319
42430688,42439990,297
42438881,42439990,282
42430691,42439990,318
42430694,42439990,339
100522728,42439990,368
42430698,42439990,362
42437358,42439990,350
42430704,42439990,371
42437363,42439990,297
100522741,42439990,389
42437368,42439990,296
4491359481,42439990,439
42437371,42439990,341
42437379,42439990,423
42440453,42439990,384
42443528,42439990,263
42444043,42439990,297
42443532,42439990,187
42443534,42439990,345
42439952,42439990,535
42439955,42439990,468
593839894,42439990,563
42439960,42439990,391
42439964,42439990,420
42443549,42439990,385
42439968,42439990,439
42439972,42439990,379
42443556,42439990,397
42443561,42439990,296
42443563,42439990,281
247085867,42439990,737
42439981,42439990,324
42439984,42439990,353
593854257,42439990,381
42443570,42439990,395
42439990,42439990,0
593988920,42439990,400
42439994,42439990,29
42439996,42439990,58
42440001,42439990,103
4215913809,42439990,417
42428258,42439990,417
42428264,42439990,435
42428268,42439990,416
42428272,42439990,446
42430324,42439990,280
42428277,42439990,383
3275488116,42439990,507
42430329,42439990,259
42428283,42439990,413
42430333,42439990,236
42434429,42439990,454
42428287,42439990,318
42452353,42439990,241
42430338,42439990,213
42434434,42439990,360
42457476,42439990,410
42430342,42439990,192
42434439,42439990,342
42430344,42439990,171
42428297,42439990,181
42430347,42439990,150
42452365,42439990,374
42430350,42439990,128
42428303,42439990,319
42430352,42439990,177
42428305,42439990,81
42428307,42439990,112
42430356,42439990,155
42428308,42439990,125
42430358,42439990,307
1533280147,42439990,475
42430361,42439990,285
42430363,42439990,269
42454428,42439990,374
42430367,42439990,246
596775840,42439990,395
42454433,42439990,310
42430371,42439990,390
42430375,42439990,368
42430378,42439990,347
42448811,42439990,347
42432436,42439990,481
62915509,42439990,383
62915514,42439990,350
62915516,42439990,419
62915521,42439990,426
62915525,42439990,400
427840965,42439990,497
62915527,42439990,367
62915531,42439990,421
62915536,42439990,405
61275601,42439990,440
61275600,42439990,486
42424789,42439990,381
42440153,42439990,263
4954493915,42439990,462
62915549,42439990,417
4954493920,42439990,478
4785165288,42439990,436
42440170,42439990,298
427841011,42439990,454
427841023,42439990,488
272196096,42448578,546
3914862593,42448578,303
42452994,42448578,398
42446849,42448578,737
42438155,42448578,604
246909454,42448578,444
42427411,42448578,494
889298452,42448578,608
42427412,42448578,522
42427956,42448578,85
42430004,42448578,588
42430007,42448578,635
42430009,42448578,669
42429504,42448578,126
42444353,42448578,258
42429507,42448578,205
42444355,42448578,302
42443844,42448578,525
42444360,42448578,317
42429521,42448578,518
42436178,42448578,423
42436181,42448578,387
42436184,42448578,420
42440282,42448578,414
42436187,42448578,438
42440287,42448578,462
42436192,42448578,447
42440290,42448578,551
42436202,42448578,447
4149936235,42448578,404
42428524,42448578,178
42428529,42448578,219
4149936245,42448578,423
246901366,42448578,389
42429562,42448578,669
42429563,42448578,660
42429565,42448578,696
42444414,42448578,150
42429570,42448578,695
42444424,42448578,211
42429577,42448578,718
42440335,42448578,372
42452630,42448578,165
42440343,42448578,324
42440345,42448578,294
42429595,42448578,753
2824895141,42448578,183
42432679,42448578,26
4143875757,42448578,518
42433712,42448578,457
42433715,42448578,488
205020852,42448578,251
42421941,42448578,115
42433718,42448578,518
42421946,42448578,137
42437819,42448578,531
42449597,42448578,642
42429630,42448578,766
42421951,42448578,163
42444479,42448578,237
588545728,42448578,554
42448578,42448578,0
42444480,42448578,197
246858431,42448578,516
246858433,42448578,555
3790255302,42448578,232
42448583,42448578,327
42421960,42448578,107
272195270,42448578,503
588593353,42448578,428
246858435,42448578,687
42421965,42448578,342
272194254,42448578,785
42449613,42448578,736
42448593,42448578,551
246858449,42448578,726
42452700,42448578,196
42457311,42448578,373
1506902240,42448578,429
373880031,42448578,640
370880739,42448578,276
42452708,42448578,256
42456297,42448578,407
588546798,42448578,355
1272562931,42448578,493
370880758,42448578,176
246923513,42448578,390
587987721,42448578,383
42422026,42448578,596
42454795,42448578,397
42422028,42448578,569
42454798,42448578,234
42437396,42448578,500
42422038,42448578,407
4143765783,42448578,810
42437401,42448578,564
42422042,42448578,365
42446622,42448578,365
42422050,42448578,322
42437410,42448578,603
42422053,42448578,273
42446632,42448578,413
42433834,42448578,197
42429633,42448578,803
42446640,42448578,442
42433330,42448578,287
42456888,42448578,425
279152444,42448578,502
1538237248,42448578,396
588546882,42448578,332
588546891,42448578,274
2821304143,42448578,547
279151954,42448578,252
42452310,42448578,449
42452314,42448578,513
42434401,42448578,487
1772136801,42448578,353
42427236,42448578,481
42434410,42448578,347
1772136810,42448578,327
42434412,42448578,425
42434413,42448578,463
42427249,42448578,226
42434418,42448578,193
42427251,42448578,249
42434420,42448578,292
42442107,42448578,145
42431868,42448578,103
42426747,42448578,220
42430848,42448578,359
42454401,42448578,807
42431875,42448578,120
42431877,42448578,129
42429838,42448578,368
42453902,42448578,174
42429840,42448578,311
42431889,42448578,150
42429842,42448578,176
4145735059,42448578,259
42429844,42448578,202
42453395,42448578,649
42453398,42448578,719
246913431,42448578,468
42443666,42448578,490
42431898,42448578,172
42431902,42448578,220
246858654,42448578,373
42437536,42448578,53
588593059,42448578,459
42429353,42448578,244
42429354,42448578,276
42451370,42448578,429
42456492,42448578,508
42453934,42448578,574
42451375,42448578,483
3772840882,42448578,467
42440628,42448578,550
42453943,42448578,526
607911351,42448578,319
42428345,42448578,279
42444223,42448578,192
42453952,42448578,613
42440639,42448578,598
42444230,42448578,224
588593611,42448578,462
42428365,42448578,256
42428368,42448578,331
42446800,42448578,775
42428371,42448578,372
42428373,42448578,387
42428374,42448578,397
42428376,42448578,397
42428377,42448578,419
4145424858,42448578,546
6262915547,42448578,308
6262915548,42448578,241
42428379,42448578,424
42446814,42448578,778
42428385,42448578,447
42428391,42448578,472
42446825,42448578,767
42445291,42448578,821
1251958257,42448578,107
1538237434,42448578,444
42422270,42448578,536
